geo	time	van	vab	msa	msam	msanc	msah	ip	champ	tis	t2is	is	is2	psal	psalh	psalnc	psalm	psalb	psalhb	psalncb	tp	tpb	tpm	tpbm	tph	tpbh	tooltip
DE	1995-01-01	1021818.76457996	1204127.7000000002	841758.5351602116	916849.7937841963	754261.3	923392.6682380828	-17419.5282307101	mdhifi	0.1273018482419305	0.01903618694263075	22922.000000000004	22922.000000000004	0.8237845734867024	0.9036755834266389	0.7381556555286543	0.8972724181289492	0.6990608514032286	0.7668560969389564	0.6263964361919421	0.15378287702941468	0.17621542651329752	0.0802950323871679	0.10272758187105074	0.07389186708947822	0.09632441657336108	"<b>Allemagne</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 90.4%"
DE	1995-01-01	1173032.0792690981	1406404.3	913571.9440691108	994947.6461672173	818752.0000000001	996793.1983565975	-16618.862144899766	mdhim	0.14196400526658556	0.026190192962293985	36834	36834	0.7788124129037854	0.8497578335433819	0.6979792065960843	0.8481845157953029	0.6495798854348716	0.7087529513075276	0.582159767287401	0.18978691131678424	0.22118758709621458	0.1204148084252668	0.15181548420469715	0.11884149067718773	0.1502421664566181	"<b>Allemagne</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 85%"
DE	1995-01-01	1021818.76457996	1204127.7000000002	841758.5351602116	916849.7937841963	754261.3	923392.6682380828	-17419.5282307101	mdhimfi	0.1273018482419305	0.01903618694263075	22922.000000000004	22922.000000000004	0.8237845734867024	0.9036755834266389	0.7381556555286543	0.8972724181289492	0.6990608514032286	0.7668560969389564	0.6263964361919421	0.15378287702941468	0.17621542651329752	0.0802950323871679	0.10272758187105074	0.07389186708947822	0.09632441657336108	"<b>Allemagne</b>
1995
NA
Part des salaires dans la VAN : 90.4%"
DE	1995-01-01	1494164.4714736454	1795541.4000000001	1175385.638278737	1266226.4800000002	1069536.8000000003	1266226.4800000002	-23239.527667825823	tb	0.11554719499672325	0.020514146875143063	36834	36834	0.7866507742079375	0.8474478574310916	0.7158092836628295	0.8474478574310916	0.654613498902747	0.7052059506954282	0.5956625672902892	0.18869732119706709	0.21334922579206247	0.127900237973913	0.1525521425689084	0.127900237973913	0.1525521425689084	"<b>Allemagne</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 84.7%"
ES	1995-01-01	313096.97131429485	363310.8999999999	209136.84817025522	231333.86485415796	166393.40000000002	231999.11764857883	2968.37175384718	md	0.08266631223678694	0.023654671522379322	8594	8594	0.6679619010441281	0.7409816731050142	0.5314436588176703	0.7388569230902557	0.5756415460429491	0.6385691088502407	0.45799176407864467	0.30458973379307663	0.33203809895587194	0.23369471174694897	0.26114307690974425	0.23156996173219052	0.25901832689498583	"<b>Espagne</b>
1995
Branches marchandes
Part des salaires dans la VAN : 74.1%"
ES	1995-01-01	294297.3349026672	342846.89999999997	196221.62794023458	218189.41154562312	153919.6	219235.31558139535	2841.736481121685	mdhfi	0.06487845152558842	0.018559304459220723	6363	6363.000000000001	0.6667461939644505	0.7449449572960045	0.5230071147294139	0.7413910547908454	0.5723301798564742	0.6394554408436983	0.44894557891583686	0.3116328151349543	0.33325380603554955	0.23698795430855935	0.2586089452091546	0.2334340518034003	0.25505504270399554	"<b>Espagne</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 74.5%"
ES	1995-01-01	302319.9071522679	339160.79999999993	208370.19693872816	230539.81948349552	165679.5	231212.71713178296	1213.8798746631146	mdhi	0.09147447054883477	0.02533901323502009	8594	8594	0.6892374336228525	0.7647948800650077	0.5480270934211192	0.762569099915014	0.6143699299527782	0.6817200488139638	0.48849837599156515	0.2823357251514008	0.3107625663771475	0.20900405885923928	0.23743090008498596	0.20677827870924564	0.23520511993499232	"<b>Espagne</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 76.5%"
ES	1995-01-01	283520.27074064035	318696.8	195454.97670870752	217395.36617496065	153205.7	218448.91506459948	1087.244601937619	mdhifi	0.07225320791744305	0.019965685253193633	6363	6363	0.6893862516359773	0.7704878190682631	0.5403694755220873	0.7667718629326167	0.6132944438372382	0.6854443316173852	0.4807255673731271	0.28817090862146055	0.31061374836402267	0.21078529732482126	0.23322813706738332	0.2070693411891748	0.22951218093173686	"<b>Espagne</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 77%"
ES	1995-01-01	302590.4071522679	343547	209136.84817025522	231333.86485415796	166393.40000000002	231999.11764857883	1395.5798746631144	mdhim	0.09196011466673108	0.02501550006258241	8594	8594	0.6911549184208425	0.7667100878443694	0.549896480744244	0.7645115621188461	0.6087576028032706	0.6753053225572595	0.4843395517934956	0.2804436524628822	0.30884508157915747	0.2070870087648787	0.23548843788115395	0.20488848303935528	0.2332899121556305	"<b>Espagne</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 76.7%"
ES	1995-01-01	283520.27074064035	318696.8	195454.97670870752	217395.36617496065	153205.7	218448.91506459948	1087.244601937619	mdhimfi	0.07225320791744305	0.019965685253193633	6363	6363	0.6893862516359773	0.7704878190682631	0.5403694755220873	0.7667718629326167	0.6132944438372382	0.6854443316173852	0.4807255673731271	0.28817090862146055	0.31061374836402267	0.21078529732482126	0.23322813706738332	0.2070693411891748	0.22951218093173686	"<b>Espagne</b>
1995
NA
Part des salaires dans la VAN : 77%"
ES	1995-01-01	375477.6863995229	435031.5	268749.108231705	291765.77999999997	224427.3	291765.78	3000.9856687586043	tb	0.08052201338695775	0.019754891312468176	8594	8594	0.71575254127284	0.7770522472260838	0.597711417027324	0.7770522472260837	0.6177693068931904	0.6706773647425532	0.5158874702176739	0.2613592810503229	0.28424745872716	0.20005957509707922	0.22294775277391632	0.20005957509707906	0.22294775277391615	"<b>Espagne</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 77.7%"
FR	1995-01-01	675605.8935033308	859200.5	502592.00127127056	509405.4320230489	445850.4	502547.6741984479	32530.336194494193	md	0.12124459908608931	0.024414557486872972	20977	20977	0.7439129914410564	0.7438473805971474	0.6599267476606197	0.753997910500077	0.5849531061391032	0.5849015150694721	0.5189131058466563	0.22503784187505857	0.2560870085589436	0.21495292281603798	0.24600208949992303	0.2251034527189676	0.2561526194028526	"<b>France</b>
1995
Branches marchandes
Part des salaires dans la VAN : 74.4%"
FR	1995-01-01	641218.5407759253	816742.0000000001	474174.8484926492	480874.10253074445	418384.1	474771.46276500233	29239.297535143643	mdhfi	0.11013884899526946	0.022526085348861694	18398	18398	0.7394902335775569	0.7404206718515831	0.6524828485054753	0.7499379259196851	0.5805687089590705	0.581299189664548	0.5122598078707841	0.23181752059664867	0.26050976642244306	0.22136982825452048	0.25006207408031483	0.2308870823226225	0.2595793281484169	"<b>France</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 74%"
FR	1995-01-01	600534.5073044203	734382.8	493344.389444413	500029.0108643228	437675.49999999994	492777.24596128426	22154.88451201109	mdhi	0.19569901049457214	0.028564122144472882	20977	20977	0.8215088116399096	0.8205644138139222	0.7288099096329453	0.8326399312318788	0.6717809696038809	0.6710086973187338	0.5959773295344062	0.14356063941602035	0.17849118836009034	0.13242951982405124	0.1673600687681212	0.14450503724200783	0.1794355861860778	"<b>France</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 82.1%"
FR	1995-01-01	566147.1545770147	691924.3	464927.23666579166	471497.6813720183	410209.19999999995	465001.03452783875	18863.84585266054	mdhifi	0.18176264493848265	0.026589613921638534	18398	18398	0.8212127057551892	0.8213430567804492	0.724562857348421	0.8328182479770443	0.671933673475251	0.6720403294519917	0.592852715246451	0.14629044276147918	0.17878729424481074	0.13468490053962412	0.16718175202295568	0.14616009173621927	0.1786569432195508	"<b>France</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 82.1%"
FR	1995-01-01	626431.8461303124	777441.1000000001	502592.00127127056	509405.4320230489	445850.4	509390.043519923	25734.098927753905	mdhim	0.1693881320981679	0.02698210835521816	20977	20977	0.8023091488339176	0.8131611549869353	0.7117300992185712	0.8131857203139075	0.6464695541196246	0.6552136792355369	0.5734844736147857	0.16420436715416284	0.19769085116608245	0.15332779567417296	0.18681427968609257	0.15335236100114505	0.1868388450130647	"<b>France</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 81.3%"
FR	1995-01-01	566147.1545770147	691924.3	464927.23666579166	471497.6813720183	410209.19999999995	471966.8148116046	18863.84585266054	mdhimfi	0.18176264493848265	0.026589613921638534	18398	18398	0.8212127057551892	0.8336468902051181	0.724562857348421	0.8328182479770443	0.671933673475251	0.6821075872195912	0.592852715246451	0.14629044276147918	0.17878729424481074	0.13468490053962412	0.16718175202295568	0.13385625831155035	0.1663531097948819	"<b>France</b>
1995
NA
Part des salaires dans la VAN : 83.4%"
FR	1995-01-01	870684.0112551064	1091891.9000000001	687835.3967909759	695602.08	623155.2	694727.698619006	37258.99401150493	tb	0.11472331940538204	0.019211608768230626	20977	20977	0.7899942894316493	0.7979102517543003	0.715707641285052	0.7989144982658832	0.6299482547594463	0.636260511337254	0.5707114413065981	0.1859131583578636	0.2100057105683507	0.17699294952362968	0.2010855017341168	0.17799719603521263	0.20208974824569975	"<b>France</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 79.8%"
IT	1995-01-01	563913.6706613206	685879.3	366315.7683606801	377628.3348767699	248190.8	378901.4954680439	1212.3959714883667	md	0.1422636560039478	0.04098534538073973	28111.000000000004	28111.000000000004	0.649595474305649	0.6719140095037833	0.44012197772921213	0.6696562869878867	0.5340819709250302	0.5524317404943463	0.3618578370859129	0.30055469678874336	0.350404525694351	0.28049388410650566	0.3303437130121133	0.27823616159060904	0.3280859904962167	"<b>Italie</b>
1995
Branches marchandes
Part des salaires dans la VAN : 67.2%"
IT	1995-01-01	529147.5929570906	647598	337612.04663690756	348525.7478268233	223652	352218.03133376373	784.1348756065472	mdhfi	0.09933926294909903	0.029380881349232085	19027	19027	0.6380300149343873	0.6656328707184078	0.422664683685212	0.6586550755699758	0.5213296622857198	0.5438837540167878	0.3453562240772825	0.3260121535394984	0.3619699850656128	0.3053870929039098	0.3413449244300241	0.29840929775547786	0.33436712928159223	"<b>Italie</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 66.6%"
IT	1995-01-01	518760.40975842555	607228.3	364017.3898039791	375195.38548284234	247297.59999999998	376305.5080232408	-1933.9319944614194	mdhi	0.18166247503942579	0.046293955667086	28111	28111	0.7017061883606217	0.7253936517601205	0.47670869894477996	0.7232536994439532	0.5994736902149966	0.6197100958951366	0.407256381166688	0.24410501952802452	0.29829381163937824	0.22255750844469305	0.27674630055604676	0.22041755612852573	0.27460634823987945	"<b>Italie</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 72.5%"
IT	1995-01-01	483994.33205419546	568947.0000000001	335313.66808020655	346092.79843289574	222758.8	349622.0438889606	-2362.193090343239	mdhifi	0.12797225605159188	0.03344248234018282	19027	19027	0.6928049480601348	0.7223680541982288	0.46025084437364133	0.7150761393506192	0.5893583551371331	0.6145072280703836	0.3915282091302001	0.2678826080952347	0.3071950519398651	0.2456114168047503	0.2849238606493808	0.23831950195714072	0.2776319458017712	"<b>Italie</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 72.2%"
IT	1995-01-01	535303.0567462961	636043.4	366315.7683606801	377628.3348767699	248190.8	378901.4954680439	-781.2224933534906	mdhim	0.16634979038099512	0.04419666959833244	28111	28111	0.6843147330172885	0.707826138283425	0.4636454002496545	0.7054477461273769	0.5759288884385564	0.5957164172571304	0.3902104793477929	0.26317108899376895	0.3156852669827115	0.2420380758836806	0.2945522538726231	0.23965968372763247	0.292173861716575	"<b>Italie</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 70.8%"
IT	1995-01-01	483994.33205419546	568947.0000000001	335313.66808020655	346092.79843289574	222758.8	349622.0438889606	-2362.193090343239	mdhimfi	0.12797225605159188	0.03344248234018282	19027	19027	0.6928049480601348	0.7223680541982288	0.46025084437364133	0.7150761393506192	0.5893583551371331	0.6145072280703836	0.3915282091302001	0.2678826080952347	0.3071950519398651	0.2456114168047503	0.2849238606493808	0.23831950195714072	0.2776319458017712	"<b>Italie</b>
1995
NA
Part des salaires dans la VAN : 72.2%"
IT	1995-01-01	676249.5736375601	814536.7	472339.2163603886	484424.26	346148.1	484424.25999999995	847.3005118625342	tb	0.1378595985773751	0.034511643244558535	28111	28111	0.69846878249352	0.7163394682739275	0.5118644262325555	0.7163394682739275	0.5798869668615161	0.5947236754341455	0.42496317231623815	0.2599622449024895	0.30153121750648	0.24209155912208197	0.2836605317260725	0.24209155912208205	0.2836605317260726	"<b>Italie</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 71.6%"
NL	1995-01-01	207736.2909401607	251723.09999999998	156937.18348797574	150738.03053473667	125521.69999999998	150908.78735806205	631.9834923941199	md	0.19878302014469093	0.04011550787353247	10098	10098	0.7554634906482572	0.7264440251392182	0.6042357810083219	0.7256220367300068	0.6234516557597446	0.5995031340312512	0.49864990539207565	0.19592680348716285	0.24453650935174273	0.2257682574054133	0.27437796326999314	0.22494626899620185	0.27355597486078176	"<b>Pays-Bas</b>
1995
Branches marchandes
Part des salaires dans la VAN : 72.6%"
NL	1995-01-01	186356.87635179987	228102	147084.5260717078	140999.22294262692	116245.99999999999	141349.7979712339	539.5799716788	mdhfi	0.2047751138560365	0.0352561573331229	8042	8042	0.7892626714457549	0.7584898434571165	0.6237816509681868	0.7566086409199738	0.6448190987878573	0.6196780298780102	0.5096228880062428	0.16758356810583255	0.21073732855424504	0.20023759863161364	0.24339135908002615	0.198356396094471	0.24151015654288352	"<b>Pays-Bas</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 75.8%"
NL	1995-01-01	194668.19334369455	227859.3	154771.05748797575	148637.10681992548	123685.99999999999	148876.9639364118	-304.6381783867037	mdhi	0.2531008751234098	0.04431682182820715	10098	10098	0.7950505669650983	0.7647729265846913	0.6353683047832439	0.7635407935260419	0.6792395899047164	0.6533723395815392	0.5428174316343463	0.15307655217772134	0.20494943303490162	0.18458632561677787	0.23645920647395813	0.18335419255812846	0.2352270734153087	"<b>Pays-Bas</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 76.5%"
NL	1995-01-01	173288.77875533374	204238.2	144918.4000717078	138898.2992278157	114410.29999999999	139317.97454958363	-397.04169910202364	mdhifi	0.28346466889571215	0.03937559183345721	8042.000000000001	8042	0.8362826555337316	0.8039642009727966	0.660229132098252	0.8015423746734697	0.7095558033301693	0.6821347551515026	0.5601807105624705	0.11730926162465241	0.16371734446626843	0.15204954248491434	0.19845762532653036	0.14962771618558734	0.1960357990272034	"<b>Pays-Bas</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 80.4%"
NL	1995-01-01	204199.49334369454	241710.00000000003	156937.18348797574	150738.03053473667	125521.69999999998	150908.78735806205	224.46182161329637	mdhim	0.21365862207807704	0.04177733647759711	10098	10098	0.7685483490589757	0.739026257543464	0.6147013292963	0.7381900320439325	0.6492788196101763	0.6243382042863846	0.5193070208100615	0.182000010123269	0.2314516509410243	0.21235832713831213	0.2618099679560674	0.21152210163878077	0.2609737424565361	"<b>Pays-Bas</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 73.9%"
NL	1995-01-01	173288.77875533374	204238.2	144918.4000717078	138898.2992278157	114410.29999999999	139317.97454958363	-397.04169910202364	mdhimfi	0.28346466889571215	0.03937559183345721	8042.000000000001	8042	0.8362826555337316	0.8039642009727966	0.660229132098252	0.8015423746734697	0.7095558033301693	0.6821347551515026	0.5601807105624705	0.11730926162465241	0.16371734446626843	0.15204954248491434	0.19845762532653036	0.14962771618558734	0.1960357990272034	"<b>Pays-Bas</b>
1995
NA
Part des salaires dans la VAN : 80.4%"
NL	1995-01-01	258395.05138025113	314767	209770.61395350314	202693.75999999998	173907.19999999998	202693.75999999998	892.4305880987167	tb	0.20767335386064859	0.0320808725184025	10098	10097.999999999998	0.8118213287483094	0.7844335985433336	0.6730283690459697	0.7844335985433336	0.6664314046691779	0.6439485714830334	0.5524950201259979	0.14909897546781162	0.18817867125169063	0.17648670567278735	0.21556640145666636	0.17648670567278735	0.21556640145666636	"<b>Pays-Bas</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 78.4%"
BE	1996-01-01	125305.25036216975	158060.5	97714.77150560188	93908.36760703834	78630.7	94101.20818852924	2010.0794200368186	md	0.20851395983040383	0.03639745540473426	5753	5753	0.7798138643287243	0.7509757804764647	0.6275132109208009	0.7494368139851681	0.6182112008098284	0.5953493009861999	0.49747217046637204	0.17427425262270346	0.22018613567127568	0.20465130296625964	0.25056318601483185	0.20311233647496307	0.2490242195235353	"<b>Belgique</b>
1996
Branches marchandes
Part des salaires dans la VAN : 75.1%"
BE	1996-01-01	115112.98895649773	145732.5	89445.96835847363	85810.53748315266	71219.1	86334.60277115277	1909.872917343587	mdhfi	0.166711986833774	0.02936201602250699	4279	4279	0.7770275897559753	0.7499987929579295	0.6186886523024293	0.7454461765003882	0.6137681598715018	0.592418319668933	0.4886974422314858	0.185800236723128	0.22297241024402473	0.217381649978715	0.2545538234996117	0.21282903352117377	0.25000120704207046	"<b>Belgique</b>
1996
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 75%"
BE	1996-01-01	116370.89436196344	140610.59999999998	97226.96255037801	93443.77694152071	78259.29999999999	93628.37806927881	320.43100576469465	mdhi	0.30051298012451283	0.04091441185799649	5753	5753	0.835492096915234	0.8045686903295112	0.6724989133157298	0.8029823733318613	0.6914625394556173	0.6658699846901929	0.5565675702969762	0.11507114287472844	0.164507903084766	0.14758086645810115	0.19701762666813874	0.1459945494604513	0.19543130967048888	"<b>Belgique</b>
1996
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 80.5%"
BE	1996-01-01	106178.63295629143	128282.6	88958.15940324974	85345.94681763502	70847.70000000001	85861.77265190234	220.22450307146346	mdhifi	0.24848329442393235	0.03335604360996737	4279	4279	0.8378160174643563	0.8086539660691191	0.667250067432725	0.8037958715551347	0.69345460259809	0.6693173715835378	0.5522783292512001	0.12188397225239346	0.16218398253564373	0.15590411816161504	0.19620412844486532	0.15104602364763065	0.1913460339308809	"<b>Belgique</b>
1996
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 80.9%"
BE	1996-01-01	120215.42422545444	147847	97714.77150560188	93908.36760703834	78630.7	94101.20818852924	881.6310057646945	mdhim	0.25568147162789057	0.038911848059142225	5753.000000000001	5753.000000000001	0.8128305675846189	0.7827715020332993	0.6540816247716632	0.7811673769159662	0.6609181891117295	0.6364769538004101	0.5318383193436458	0.13931367649165943	0.18716943241538106	0.17097686716031218	0.21883262308403384	0.16937274204297909	0.2172284979667007	"<b>Belgique</b>
1996
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 78.3%"
BE	1996-01-01	106178.63295629143	128282.6	88958.15940324974	85345.94681763502	70847.70000000001	85861.77265190234	220.22450307146346	mdhimfi	0.24848329442393235	0.03335604360996737	4279	4279	0.8378160174643563	0.8086539660691191	0.667250067432725	0.8037958715551347	0.69345460259809	0.6693173715835378	0.5522783292512001	0.12188397225239346	0.16218398253564373	0.15590411816161504	0.19620412844486532	0.15104602364763065	0.1913460339308809	"<b>Belgique</b>
1996
NA
Part des salaires dans la VAN : 80.9%"
BE	1996-01-01	160669.23105833036	197328.49999999997	132767.3103641012	128528.98	111517.7	128528.98	1383.2602649235932	tb	0.20618652253534175	0.029154430302769246	5753	5753	0.8263393649771096	0.7999601364454033	0.6940824902529963	0.7999601364454033	0.6728237956711839	0.6513452440980396	0.5651373217756179	0.13785415258624148	0.17366063502289045	0.1642333811179477	0.20003986355459663	0.1642333811179477	0.20003986355459663	"<b>Belgique</b>
1996
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 80%"
DE	1996-01-01	1205457.9960231395	1462891.8	901542.8183292224	981828.7536234169	806080.3999999999	983651.4939419086	-19915.0504503555	md	0.14353017947636737	0.02981833653042556	43621	43621	0.7478840584271315	0.8159981494062999	0.6686922337064383	0.8144860765472662	0.6162744355592276	0.6724020832859331	0.5510184690350988	0.2159296952300614	0.2521159415728686	0.14932767710992662	0.1855139234527338	0.14781560425089293	0.1840018505937001	"<b>Allemagne</b>
1996
Branches marchandes
Part des salaires dans la VAN : 81.6%"
DE	1996-01-01	1129041.2432573487	1378870.5	841275.276405127	916816.9748065596	751453.8999999999	923051.4982572612	-20221.316791240533	mdhfi	0.09839245519446807	0.020534198099096325	28314	28314	0.7451236006029325	0.81755339211011	0.6655681574855604	0.8120314295707127	0.6101191347593027	0.6694258077587861	0.5449778641286472	0.2297984846892642	0.2548763993970675	0.16289065572148398	0.1879685704292873	0.1573686931820867	0.18244660788989	"<b>Allemagne</b>
1996
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 81.8%"
DE	1996-01-01	1080846.028088996	1267183	890830.1433292225	969693.5119759494	797059.2	971720.1293775933	-21505.541550905153	mdhi	0.22956501797282686	0.034423599432757544	43621	43621	0.8241970828206368	0.8990365918221079	0.7374400971887282	0.8971615630492983	0.703000390100895	0.766834884446519	0.629000862543137	0.13544471733740734	0.17580291717936328	0.06248023710874577	0.10283843695070169	0.06060520833593613	0.10096340817789204	"<b>Allemagne</b>
1996
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 89.9%"
